标题,价格(元/月),区域,户型,面积(㎡),朝向,详情链接,驾车距离,驾车时间,公交时间,步行距离,步行时间
整租·金源CBD现代城 5室2厅 东南,26000,青秀区-金湖-金源CBD现代城,5室2厅0卫,736.0,东南,https://nn.zu.ke.com/zufang/NN2023372311268163584.html,5.8公里,27分钟,26分钟,5.7公里,76分钟
整租·建发和鸣 2室2厅 南/北,1300,邕宁区-龙岗-建发和鸣,2室2厅1卫,78.14,,https://nn.zu.ke.com/zufang/NN2023422045898932224.html,22.0公里,45分钟,105分钟,20.8公里,278分钟
整租·建发鼎华北大珑廷 1室1厅 东南,2100,西乡塘区-西大-建发鼎华北大珑廷,1室1厅1卫,38.82,东南,https://nn.zu.ke.com/zufang/NN2023599069347184640.html,6.8公里,27分钟,39分钟,5.1公里,67分钟
整租·金科城 3室2厅 东南,1200,良庆区-五象湖-金科城,3室2厅2卫,89.0,东南,https://nn.zu.ke.com/zufang/NN2023708760421171200.html,17.8公里,45分钟,67分钟,16.8公里,224分钟
整租·盛天东郡 2室2厅 南,1600,兴宁区-兴宁东-盛天东郡,2室2厅1卫,89.0,南,https://nn.zu.ke.com/zufang/NN2023963799513464832.html,13.5公里,35分钟,42分钟,9.5公里,127分钟
整租·城市花园 2室2厅 错层 东南,2600,青秀区-金湖-城市花园,2室2厅1卫,85.0,东南,https://nn.zu.ke.com/zufang/NN2023693700541972480.html,6.2公里,29分钟,27分钟,6.1公里,81分钟
整租·万达广场 1室1厅 南,1800,江南区-白沙星光-万达广场,1室1厅1卫,45.0,南,https://nn.zu.ke.com/zufang/NN2023695207886749696.html,4.2公里,20分钟,13分钟,4.2公里,56分钟
整租·嘉士摩根国际 3室2厅 南,1700,兴宁区-朝阳-嘉士摩根国际,3室2厅1卫,75.31,南,https://nn.zu.ke.com/zufang/NN2023642357324316672.html,2.0公里,12分钟,12分钟,1.3公里,17分钟
整租·荣和·千千树 4室2厅 南,2500,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.0,南,https://nn.zu.ke.com/zufang/NN2023673288433074176.html,12.4公里,33分钟,48分钟,8.7公里,116分钟
整租·凤岭名园 1室1厅 东,1500,青秀区-凤岭北-凤岭名园,1室1厅1卫,40.0,东,https://nn.zu.ke.com/zufang/NN2023601435383431168.html,14.6公里,37分钟,50分钟,11.0公里,147分钟
整租·万科第五园 3室2厅 南,1600,兴宁区-兴宁东-万科第五园,3室2厅2卫,96.0,南,https://nn.zu.ke.com/zufang/NN2023372634862911488.html,18.7公里,40分钟,64分钟,12.0公里,160分钟
整租·华润二十四城 3室2厅 南,3200,良庆区-五象湖-华润二十四城,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2023755221309587456.html,15.3公里,42分钟,45分钟,14.4公里,192分钟
整租·荣和·千千树 4室2厅 南/北,3000,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.0,,https://nn.zu.ke.com/zufang/NN2023707396471259136.html,12.4公里,33分钟,48分钟,8.7公里,116分钟
整租·绿地 · 国际花都 3室2厅 东南/南,1700,良庆区-五象湖-绿地  -  国际花都,3室2厅1卫,89.0,,https://nn.zu.ke.com/zufang/NN2052683073975222272.html,13.2公里,40分钟,49分钟,11.8公里,158分钟
整租·龙光玖誉湖澜湖 3室2厅 南,1900,良庆区-五象文旅-龙光玖誉湖澜湖,3室2厅2卫,98.0,南,https://nn.zu.ke.com/zufang/NN2052638135086481408.html,14.4公里,42分钟,55分钟,14.1公里,188分钟
整租·花畔里 3室1厅 南,1200,邕宁区-龙岗-花畔里,3室1厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN2052688495054422016.html,18.2公里,41分钟,76分钟,17.8公里,237分钟
整租·五洲国际 4室2厅 北,6500,青秀区-东盟商务区-五洲国际,4室2厅2卫,147.0,北,https://nn.zu.ke.com/zufang/NN2053081512051474432.html,8.7公里,41分钟,33分钟,8.8公里,118分钟
整租·荣和大地二组团 4室2厅 南/北,3300,青秀区-凤岭北-荣和大地二组团,4室2厅2卫,120.0,,https://nn.zu.ke.com/zufang/NN2053100144714317824.html,10.8公里,33分钟,48分钟,9.5公里,127分钟
整租·天誉城 1室1厅 复式 南,1300,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN2053107689461907456.html,15.6公里,44分钟,50分钟,14.9公里,198分钟
整租·保利领秀前城领秀府 4室2厅 南/北,3800,青秀区-凤岭南-保利领秀前城领秀府,4室2厅2卫,148.0,,https://nn.zu.ke.com/zufang/NN2053104902846021632.html,14.7公里,43分钟,57分钟,13.0公里,173分钟
整租·龙光玖誉城翰城 3室2厅 南,1500,江南区-经开区-龙光玖誉城翰城,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2053104860919758848.html,6.4公里,24分钟,28分钟,6.2公里,83分钟
整租·凤岭在水一方 3室2厅 南,1900,青秀区-凤岭北-凤岭在水一方,3室2厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN2053167288462344192.html,11.5公里,36分钟,48分钟,9.3公里,124分钟
整租·丽景豪庭 3室2厅 南,2500,青秀区-金湖-丽景豪庭,3室2厅2卫,105.0,南,https://nn.zu.ke.com/zufang/NN2053154491011694592.html,6.4公里,24分钟,35分钟,6.5公里,86分钟
整租·绿地中央广场二期 4室2厅 东南,5000,青秀区-青秀万达-绿地中央广场二期,4室2厅2卫,165.0,东南,https://nn.zu.ke.com/zufang/NN2053114222883110912.html,7.7公里,29分钟,53分钟,6.2公里,82分钟
整租·世茂茂御府 3室2厅 南,1400,邕宁区-龙岗-世茂茂御府,3室2厅1卫,79.0,南,https://nn.zu.ke.com/zufang/NN2053122544638099456.html,18.6公里,53分钟,82分钟,18.2公里,242分钟
整租·碧桂园天玺湾 3室2厅 南,1800,良庆区-玉洞-碧桂园天玺湾,3室2厅2卫,100.0,南,https://nn.zu.ke.com/zufang/NN2053010234422591488.html,13.3公里,39分钟,52分钟,12.0公里,160分钟
整租·莱茵湖畔 2室2厅 北,1900,青秀区-琅东-莱茵湖畔,2室2厅1卫,93.0,北,https://nn.zu.ke.com/zufang/NN2053045751985995776.html,5.2公里,21分钟,36分钟,5.0公里,66分钟
整租·建发五象印月 3室2厅 南/北,4000,良庆区-五象湖-建发五象印月,3室2厅2卫,108.0,,https://nn.zu.ke.com/zufang/NN2053055074623553536.html,14.4公里,41分钟,52分钟,12.2公里,162分钟
整租·城市杰座 1室1厅 东南,1600,青秀区-金湖-城市杰座,1室1厅1卫,58.0,东南,https://nn.zu.ke.com/zufang/NN2053067581371187200.html,5.4公里,25分钟,26分钟,5.4公里,72分钟
整租·云星钱隆天下北区 3室2厅 南,3000,青秀区-金湖-云星钱隆天下北区,3室2厅2卫,101.0,南,https://nn.zu.ke.com/zufang/NN2053008519002587136.html,5.9公里,22分钟,31分钟,5.8公里,77分钟
整租·万达广场 1室1厅 复式 西,2800,江南区-白沙星光-万达广场,1室1厅1卫,60.0,西,https://nn.zu.ke.com/zufang/NN2053065408881098752.html,4.2公里,20分钟,13分钟,4.2公里,56分钟
整租·利海亚洲国际 1室0厅 南,1500,青秀区-东盟商务区-利海亚洲国际,1室0厅1卫,54.0,南,https://nn.zu.ke.com/zufang/NN2053054220747145216.html,8.7公里,41分钟,31分钟,8.6公里,114分钟
整租·建发央玺 3室2厅 南/北,3680,良庆区-五象湖-建发央玺,3室2厅2卫,105.93,,https://nn.zu.ke.com/zufang/NN2053047796793081856.html,14.4公里,41分钟,48分钟,12.9公里,172分钟
整租·万科第五园 5室2厅 南/北,2700,兴宁区-兴宁东-万科第五园,5室2厅3卫,179.0,,https://nn.zu.ke.com/zufang/NN2024788326900301824.html,18.7公里,40分钟,64分钟,12.0公里,160分钟
整租·和润园 5室2厅 南,7000,青秀区-东盟商务区-和润园,5室2厅2卫,167.0,南,https://nn.zu.ke.com/zufang/NN2024792895550128128.html,10.9公里,40分钟,42分钟,9.8公里,130分钟
整租·中南紫云集（北区） 3室1厅 南,1600,良庆区-玉洞-中南紫云集（北区）,3室1厅2卫,98.0,南,https://nn.zu.ke.com/zufang/NN2024805207828856832.html,14.0公里,40分钟,44分钟,13.1公里,175分钟
整租·龙光世纪中心 3室1厅 南,8300,青秀区-东盟商务区-龙光世纪中心,3室1厅1卫,134.0,南,https://nn.zu.ke.com/zufang/NN2024792440543641600.html,8.7公里,41分钟,27分钟,8.7公里,116分钟
整租·怡景苑 2室2厅 南,1000,青秀区-仙葫-怡景苑,2室2厅1卫,65.0,南,https://nn.zu.ke.com/zufang/NN2025091505575690240.html,14.4公里,45分钟,59分钟,13.9公里,185分钟
整租·秀山花园 3室2厅 东,2800,青秀区-东盟商务区-秀山花园,3室2厅2卫,131.0,东,https://nn.zu.ke.com/zufang/NN2025116896960970752.html,6.1公里,21分钟,34分钟,6.2公里,82分钟
整租·天池山小区 3室2厅 南,1200,青秀区-仙葫-天池山小区,3室2厅2卫,138.0,南,https://nn.zu.ke.com/zufang/NN2025131992844075008.html,16.0公里,47分钟,75分钟,15.7公里,209分钟
整租·联盟新城 6室2厅 北,6000,青秀区-东盟商务区-联盟新城,6室2厅2卫,165.0,北,https://nn.zu.ke.com/zufang/NN2025155820466995200.html,9.9公里,38分钟,40分钟,9.0公里,120分钟
整租·莱茵湖畔 1室1厅 南,8500,青秀区-琅东-莱茵湖畔,1室1厅0卫,60.0,南,https://nn.zu.ke.com/zufang/NN2025413895891451904.html,5.2公里,21分钟,36分钟,5.0公里,66分钟
整租·阳光城半山湾 5室2厅 南,3000,青秀区-仙葫-阳光城半山湾,5室2厅2卫,130.0,南,https://nn.zu.ke.com/zufang/NN2025412936738013184.html,21.5公里,49分钟,70分钟,20.0公里,267分钟
整租·云创谷 1室1厅 北,1600,良庆区-五象湖-云创谷,1室1厅1卫,35.0,北,https://nn.zu.ke.com/zufang/NN2025178246542262272.html,13.3公里,40分钟,45分钟,12.8公里,171分钟
整租·阳光城光明湖畔苑 3室2厅 东南/南,1800,良庆区-五象湖-阳光城光明湖畔苑,3室2厅2卫,100.0,,https://nn.zu.ke.com/zufang/NN2025430123590713344.html,13.2公里,40分钟,60分钟,12.8公里,170分钟
整租·联盟新城 4室2厅 南/北,7500,青秀区-东盟商务区-联盟新城,4室2厅2卫,180.0,,https://nn.zu.ke.com/zufang/NN2025463516588146688.html,9.9公里,37分钟,40分钟,9.0公里,120分钟
整租·嘉州华都 3室2厅 南,1800,西乡塘区-西大-嘉州华都,3室2厅2卫,126.0,南,https://nn.zu.ke.com/zufang/NN2025424305893933056.html,4.6公里,19分钟,17分钟,4.2公里,56分钟
整租·彰泰城B区 1室1厅 南,1500,良庆区-五象核心区-彰泰城B区,1室1厅1卫,40.0,南,https://nn.zu.ke.com/zufang/NN2025485829488508928.html,11.0公里,39分钟,41分钟,10.6公里,141分钟
整租·万科城 1室1厅 南,1600,青秀区-凤岭北-万科城,1室1厅1卫,26.0,南,https://nn.zu.ke.com/zufang/NN2025501803772116992.html,12.1公里,33分钟,43分钟,7.5公里,100分钟
整租·云星时代广场 1室1厅 北,1200,良庆区-五象核心区-云星时代广场,1室1厅1卫,40.0,北,https://nn.zu.ke.com/zufang/NN2025156180166311936.html,11.3公里,38分钟,44分钟,10.0公里,134分钟
整租·云创谷 2室2厅 西,4500,良庆区-五象湖-云创谷,2室2厅2卫,104.0,西,https://nn.zu.ke.com/zufang/NN2025406753033682944.html,13.3公里,40分钟,45分钟,12.8公里,171分钟
整租·天誉城 1室1厅 复式 南,1400,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN2025215651156590592.html,15.6公里,43分钟,50分钟,14.9公里,198分钟
