标题,价格(元/月),区域,户型,面积(㎡),朝向,详情链接,驾车距离,驾车时间,公交时间,步行距离,步行时间,通勤时间(分钟),价格得分,通勤得分,面积得分,性价比得分,纬度,经度
整租·金之岛城市广场住宅 1室1厅 南,800,兴宁区-朝阳-金之岛城市广场住宅,1室1厅1卫,42.0,南,https://nn.zu.ke.com/zufang/NN1962368867464380416.html,2.4公里,13分钟,17分钟,1.4公里,18分钟,17.0,0.9948231591153814,0.9361702127659575,0.01004733842140856,77.4,22.826291,108.321467
整租·金旺角 1室0厅 南,700,青秀区-金湖-金旺角,1室0厅1卫,21.0,南,https://nn.zu.ke.com/zufang/NN1962830344021344256.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.9958585272923052,0.8404255319148937,0.0019321804656554922,73.5,22.818222,108.369609
整租·彰泰城B区 1室0厅 南,1400,良庆区-五象核心区-彰泰城B区,1室0厅1卫,39.36,南,https://nn.zu.ke.com/zufang/NN1962720930094383104.html,11.0公里,39分钟,41分钟,10.6公里,141分钟,41.0,0.9886109500538391,0.6808510638297872,0.00902714713554246,67.0,22.766922,108.388994
整租·大唐盛世 6室2厅 南,5100,邕宁区-龙岗-大唐盛世,6室2厅2卫,287.0,南,https://nn.zu.ke.com/zufang/NN1963103361645412352.html,19.8公里,44分钟,83分钟,19.5公里,260分钟,83.0,0.9503023275076617,0.23404255319148937,0.10472418123852768,49.5,22.771791,108.477824
整租·向南居·金溪园 1室1厅 东北,1300,青秀区-凤岭北-向南居 - 金溪园,1室1厅1卫,36.94,东北,https://nn.zu.ke.com/zufang/NN1964270920629485568.html,8.0公里,34分钟,41分钟,7.2公里,97分钟,41.0,0.9896463182307629,0.6808510638297872,0.0080919717901652,67.0,22.827155,108.382259
整租·保利领秀前城秀程府 4室2厅 东南,3500,青秀区-凤岭南-保利领秀前城秀程府,4室2厅2卫,128.0,东南,https://nn.zu.ke.com/zufang/NN1964285511459667968.html,13.0公里,45分钟,54分钟,12.8公里,171分钟,54.0,0.9668682183384412,0.5425531914893617,0.043280842430683024,61.2,22.791877,108.426779
整租·龙域香醍半岛 4室2厅 南/北,1900,邕宁区-龙岗-龙域香醍半岛,4室2厅2卫,128.0,,https://nn.zu.ke.com/zufang/NN1963138269231185920.html,20.1公里,44分钟,82分钟,18.9公里,252分钟,82.0,0.9834341091692206,0.24468085106382978,0.043280842430683024,50.0,22.784777,108.477266
整租·前海人寿金融中心 10室2厅 东南,96884,良庆区-五象核心区-前海人寿金融中心,10室2厅1卫,2603.75,东南,https://nn.zu.ke.com/zufang/NN1963163977470967808.html,10.5公里,38分钟,37分钟,10.4公里,139分钟,37.0,0.0,0.723404255319149,1.0,48.9,22.765308,108.386524
整租·中房·翡翠湾 1室2厅 南,2500,青秀区-东盟商务区-中房 - 翡翠湾,1室2厅0卫,86.86,南,https://nn.zu.ke.com/zufang/NN1963910613952364544.html,9.6公里,38分钟,47分钟,9.2公里,123分钟,47.0,0.9772219001076783,0.6170212765957447,0.027382861559269635,64.3,22.799498,108.396635
整租·檀府印象檀熙 4室2厅 南/北,2500,良庆区-五象湖-檀府印象檀熙,4室2厅2卫,118.0,,https://nn.zu.ke.com/zufang/NN1964932974906441728.html,15.4公里,42分钟,64分钟,14.7公里,196分钟,64.0,0.9772219001076783,0.43617021276595747,0.03941648149937204,57.3,22.741251,108.406095
整租·世洋大厦 2室2厅 北,6800,青秀区-东盟商务区-世洋大厦,2室2厅0卫,315.42,北,https://nn.zu.ke.com/zufang/NN1965380039549648896.html,9.7公里,33分钟,30分钟,9.0公里,120分钟,30.0,0.9327010684999586,0.7978723404255319,0.1157066950053135,71.5,22.811422,108.404963
整租·凯丰大厦 1室0厅 北,1000,青秀区-东葛路-凯丰大厦,1室0厅1卫,46.0,北,https://nn.zu.ke.com/zufang/NN1965407206266372096.html,2.6公里,13分钟,24分钟,2.2公里,30分钟,24.0,0.992752422761534,0.8617021276595744,0.011593082793932953,74.4,22.819499,108.341418
整租·绿城画卷 1室0厅 东南,1800,青秀区-金湖-绿城画卷,1室0厅1卫,45.0,东南,https://nn.zu.ke.com/zufang/NN1965763261781508096.html,5.0公里,23分钟,23分钟,4.9公里,65分钟,23.0,0.9844694773461443,0.8723404255319149,0.011206646700801855,74.5,22.809113,108.361775
整租·悦桂绿地新世界 3室2厅 南,500,江南区-经开区-悦桂绿地新世界,3室2厅2卫,97.05,南,https://nn.zu.ke.com/zufang/NN1965720746743300096.html,34.2公里,57分钟,97分钟,32.2公里,429分钟,97.0,0.9979292636461525,0.0851063829787234,0.03132064534827553,43.9,22.583282,108.234031
整租·金玖世家北区 4室2厅 南/北,2200,良庆区-玉洞-金玖世家北区,4室2厅2卫,117.0,,https://nn.zu.ke.com/zufang/NN1965629910940647424.html,13.1公里,38分钟,28分钟,12.3公里,164分钟,28.0,0.9803280046384494,0.8191489361702128,0.03903004540624094,72.8,22.723358,108.353
整租·阳光100 2室1厅 南,2300,青秀区-东葛路-阳光100,2室1厅1卫,100.0,南,https://nn.zu.ke.com/zufang/NN1966070774942924800.html,5.9公里,23分钟,38分钟,4.0公里,53分钟,38.0,0.9792926364615258,0.7127659574468085,0.032460631823012266,68.3,22.81483,108.340302
整租·金和大厦 2室1厅 东南,6750,青秀区-星湖-金和大厦,2室1厅0卫,135.0,东南,https://nn.zu.ke.com/zufang/NN1966090130951241728.html,4.0公里,20分钟,21分钟,3.8公里,50分钟,21.0,0.9332187525884205,0.8936170212765957,0.04598589508260072,74.0,22.854471,108.357058
整租·旺南花园小区 4室2厅 南,3000,青秀区-青秀万达-旺南花园小区,4室2厅2卫,136.0,南,https://nn.zu.ke.com/zufang/NN1966014094498594816.html,6.2公里,29分钟,25分钟,6.1公里,81分钟,25.0,0.9720450592230597,0.851063829787234,0.046372331175731814,73.9,22.808605,108.371011
整租·金和大厦 1室0厅 南,4908,青秀区-星湖-金和大厦,1室0厅0卫,89.24,南,https://nn.zu.ke.com/zufang/NN1965993102942404608.html,4.0公里,20分钟,21分钟,3.8公里,50分钟,21.0,0.9522902344073553,0.8936170212765957,0.02830257946092165,74.4,22.812788,108.354538
整租·荣和悦澜山 4室1厅 南/北,2600,青秀区-凤岭北-荣和悦澜山,4室1厅2卫,109.0,,https://nn.zu.ke.com/zufang/NN1966516133209047040.html,11.8公里,33分钟,37分钟,7.1公里,95分钟,37.0,0.9761865319307546,0.723404255319149,0.03593855666119215,68.7,22.844618,108.380147
整租·阳光100上东国际 1室0厅 东,1500,青秀区-琅东-阳光100上东国际,1室0厅1卫,55.0,东,https://nn.zu.ke.com/zufang/NN1966469884510470144.html,9.9公里,32分钟,29分钟,9.4公里,126分钟,29.0,0.9875755818769154,0.8085106382978723,0.015071007632112839,72.1,22.811386,108.407496
整租·山水花都秀竹花园 3室3厅 西南,2700,青秀区-金湖-山水花都秀竹花园,3室3厅2卫,153.0,西南,https://nn.zu.ke.com/zufang/NN1967523088463560704.html,6.1公里,23分钟,30分钟,6.0公里,81分钟,30.0,0.9751511637538308,0.7978723404255319,0.052941744758960484,72.0,22.799623,108.364919
整租·银海华廷 3室2厅 南,1500,良庆区-玉洞-银海华廷,3室2厅1卫,100.0,南,https://nn.zu.ke.com/zufang/NN1974699516384772096.html,11.2公里,37分钟,28分钟,10.9公里,146分钟,28.0,0.9875755818769154,0.8191489361702128,0.032460631823012266,72.9,22.730294,108.332114
整租·东方花园 3室2厅 东南,2400,青秀区-金湖-东方花园,3室2厅1卫,110.0,东南,https://nn.zu.ke.com/zufang/NN1974709581284114432.html,5.3公里,23分钟,23分钟,5.4公里,71分钟,23.0,0.978257268284602,0.8723404255319149,0.03632499275432326,74.8,22.815254,108.366488
整租·龙光世纪中心 1室1厅 南,6800,青秀区-东盟商务区-龙光世纪中心,1室1厅0卫,73.0,南,https://nn.zu.ke.com/zufang/NN1974692796212183040.html,8.7公里,40分钟,27分钟,8.7公里,116分钟,27.0,0.9327010684999586,0.8297872340425532,0.022026857308472612,70.9,22.806844,108.398213
整租·枫林蓝岸 5室2厅 复式 南,16000,青秀区-凤岭北-枫林蓝岸,5室2厅2卫,236.0,南,https://nn.zu.ke.com/zufang/NN1974789386868359168.html,9.9公里,33分钟,36分钟,10.2公里,136分钟,36.0,0.8374471962229769,0.7340425531914894,0.08501594048884166,64.6,22.816679,108.41373
整租·福满瑞园 4室2厅 复式 南,3500,江南区-经开区-福满瑞园,4室2厅2卫,249.91,南,https://nn.zu.ke.com/zufang/NN1974783046397722624.html,8.7公里,26分钟,48分钟,7.9公里,105分钟,48.0,0.9668682183384412,0.6063829787234043,0.09039126654429523,64.7,22.767485,108.286725
整租·台湾街宜兰湾 1室1厅 东南,1500,西乡塘区-西大-台湾街宜兰湾,1室1厅1卫,70.0,东南,https://nn.zu.ke.com/zufang/NN1975030964606205952.html,4.1公里,16分钟,35分钟,3.8公里,51分钟,35.0,0.9875755818769154,0.7446808510638298,0.020867549029079314,69.7,22.807671,108.293509
整租·启迪亮 4室2厅 南/北,2000,邕宁区-龙岗-启迪亮,4室2厅2卫,136.0,,https://nn.zu.ke.com/zufang/NN1975452912683319296.html,18.3公里,46分钟,65分钟,18.1公里,241分钟,65.0,0.9823987409922968,0.425531914893617,0.046372331175731814,57.2,22.7604,108.457434
整租·金玖世家北区 4室2厅 北,2300,良庆区-玉洞-金玖世家北区,4室2厅2卫,115.0,北,https://nn.zu.ke.com/zufang/NN1975502725646909440.html,13.1公里,38分钟,28分钟,12.3公里,164分钟,28.0,0.9792926364615258,0.8191489361702128,0.03825717321997875,72.7,22.722345,108.336007
整租·绿城春江明月 4室2厅 东南,3800,良庆区-五象核心区-绿城春江明月,4室2厅2卫,145.0,东南,https://nn.zu.ke.com/zufang/NN1976216526964916224.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.96376211380767,0.5638297872340425,0.0498502560139117,62.1,22.772969,108.372432
整租·圣展独立公社 1室1厅 西/西北,17100,青秀区-金湖-圣展独立公社,1室1厅1卫,285.0,,https://nn.zu.ke.com/zufang/NN1976201126457901056.html,5.7公里,26分钟,24分钟,5.7公里,76分钟,24.0,0.8260581462768161,0.8617021276595744,0.10395130905226548,69.6,22.809439,108.369265
整租·荣和山水绿城B1组团 2室2厅 南,1400,兴宁区-北湖南-荣和山水绿城B1组团,2室2厅1卫,65.0,南,https://nn.zu.ke.com/zufang/NN1976193814636789760.html,5.8公里,25分钟,36分钟,5.2公里,70分钟,36.0,0.9886109500538391,0.7340425531914894,0.018935368563423823,69.3,22.854285,108.334471
整租·幸福里 4室2厅 南,28000,青秀区-东盟商务区-幸福里,4室2厅4卫,328.0,南,https://nn.zu.ke.com/zufang/NN1975906478216708096.html,8.3公里,37分钟,29分钟,8.2公里,110分钟,29.0,0.7132030149921312,0.8085106382978723,0.12056806105690271,63.3,22.811471,108.393714
整租·中鼎万象东方 1室1厅 北,2000,青秀区-凤岭北-中鼎万象东方,1室1厅1卫,46.0,北,https://nn.zu.ke.com/zufang/NN1976552271915253760.html,7.8公里,32分钟,22分钟,8.0公里,107分钟,22.0,0.9823987409922968,0.8829787234042553,0.011593082793932953,74.8,22.814095,108.393377
整租·万科公园里 4室2厅 东/南,2300,良庆区-五象文旅-万科公园里,4室2厅2卫,125.0,,https://nn.zu.ke.com/zufang/NN1976619271140147200.html,16.3公里,45分钟,64分钟,14.7公里,196分钟,64.0,0.9792926364615258,0.43617021276595747,0.04212153415128973,57.5,22.741431,108.409759
整租·广源大都会 3室2厅 南/北,3000,良庆区-五象核心区-广源大都会,3室2厅2卫,108.0,,https://nn.zu.ke.com/zufang/NN1976947970121138176.html,11.2公里,39分钟,47分钟,10.7公里,142分钟,47.0,0.9720450592230597,0.6170212765957447,0.035552120568061056,64.3,22.768174,108.390257
整租·盛湖悦景 4室2厅 南/北,2000,邕宁区-龙岗-盛湖悦景,4室2厅2卫,128.0,,https://nn.zu.ke.com/zufang/NN1976904327951810560.html,19.3公里,43分钟,74分钟,19.3公里,258分钟,74.0,0.9823987409922968,0.32978723404255317,0.043280842430683024,53.4,22.769582,108.472062
整租·万科金域中央一期 5室2厅 南,4000,良庆区-玉洞-万科金域中央一期,5室2厅2卫,144.0,南,https://nn.zu.ke.com/zufang/NN1976950306398797824.html,11.2公里,38分钟,45分钟,10.7公里,143分钟,45.0,0.9616913774538226,0.6382978723404256,0.049463819920780604,65.0,22.752672,108.380033
整租·彰泰城B区 1室1厅 南,1500,良庆区-五象核心区-彰泰城B区,1室1厅1卫,39.0,南,https://nn.zu.ke.com/zufang/NN1976953626697924608.html,11.0公里,40分钟,41分钟,10.6公里,141分钟,41.0,0.9875755818769154,0.6808510638297872,0.008888030142015264,66.9,22.766922,108.388994
整租·南湖聚宝苑 5室2厅 东南,13600,青秀区-金湖-南湖聚宝苑,5室2厅2卫,270.0,东南,https://nn.zu.ke.com/zufang/NN1977361081516949504.html,5.1公里,23分钟,19分钟,5.2公里,69分钟,19.0,0.862296032469146,0.9148936170212766,0.098154767655299,73.1,22.815323,108.363778
整租·东葛路18-1汇宇花园 5室2厅 东南,3200,青秀区-东葛路-东葛路18-1汇宇花园,5室2厅2卫,120.0,东南,https://nn.zu.ke.com/zufang/NN1977298878340268032.html,2.5公里,10分钟,20分钟,1.6公里,21分钟,20.0,0.9699743228692123,0.9042553191489362,0.04018935368563424,75.8,22.815167,108.334668
整租·伟业小区 3室2厅 南,2000,青秀区-东葛路-伟业小区,3室2厅2卫,120.0,南,https://nn.zu.ke.com/zufang/NN1977214688982728704.html,5.6公里,22分钟,39分钟,4.2公里,56分钟,39.0,0.9823987409922968,0.7021276595744681,0.04018935368563424,68.2,22.824438,108.35736
整租·凤岭·新新家园A区 4室2厅 南,2700,青秀区-凤岭北-凤岭 - 新新家园A区,4室2厅2卫,119.0,南,https://nn.zu.ke.com/zufang/NN1977686148851433472.html,9.8公里,32分钟,34分钟,9.6公里,128分钟,34.0,0.9751511637538308,0.7553191489361702,0.03980291759250314,70.0,22.815215,108.407836
整租·中房翡翠园一期 3室2厅 北,2300,青秀区-琅东-中房翡翠园一期,3室2厅2卫,145.0,北,https://nn.zu.ke.com/zufang/NN2038190786884927488.html,10.5公里,34分钟,35分钟,10.4公里,138分钟,35.0,0.9792926364615258,0.7446808510638298,0.0498502560139117,70.0,22.807266,108.413491
整租·龙光玖誉城悦城 1室1厅 北,2000,江南区-经开区-龙光玖誉城悦城,1室1厅1卫,28.0,北,https://nn.zu.ke.com/zufang/NN1964363903219531776.html,6.2公里,23分钟,26分钟,6.2公里,82分钟,26.0,0.9823987409922968,0.8404255319148937,0.004637233117573181,73.0,22.769705,108.308014
整租·耀凯凤岭1号 1室1厅 东南,15000,青秀区-东盟商务区-耀凯凤岭1号,1室1厅1卫,67.0,东南,https://nn.zu.ke.com/zufang/NN2038148638416306176.html,11.0公里,40分钟,36分钟,8.8公里,118分钟,36.0,0.847800877992214,0.7340425531914894,0.01970824074968602,63.7,22.806122,108.397302
整租·宏桂东昇 2室2厅 东南,1500,青秀区-仙葫-宏桂东昇,2室2厅1卫,85.0,东南,https://nn.zu.ke.com/zufang/NN1965008414266359808.html,13.1公里,42分钟,65分钟,13.7公里,182分钟,65.0,0.9875755818769154,0.425531914893617,0.026664090426045794,57.1,22.813088,108.443145
整租·平安家园 3室2厅 南/北,2300,青秀区-凤岭北-平安家园,3室2厅2卫,110.0,,https://nn.zu.ke.com/zufang/NN1976179500441927680.html,7.5公里,30分钟,31分钟,7.6公里,102分钟,31.0,0.9792926364615258,0.7872340425531915,0.03632499275432326,71.4,22.815993,108.387449
整租·盛邦珑湖 1室0厅 南,2800,良庆区-玉洞-盛邦珑湖,1室0厅0卫,75.0,南,https://nn.zu.ke.com/zufang/NN2039656244855177216.html,12.7公里,37分钟,63分钟,12.0公里,160分钟,63.0,0.9741157955769072,0.44680851063829785,0.02279972949473481,57.3,22.736849,108.358183
整租·宏桂东昇 2室2厅 南,1500,青秀区-仙葫-宏桂东昇,2室2厅1卫,89.0,南,https://nn.zu.ke.com/zufang/NN1976942195365642240.html,13.1公里,42分钟,65分钟,13.7公里,182分钟,65.0,0.9875755818769154,0.425531914893617,0.028209834798570185,57.1,22.813188,108.444282
整租·金河中心 4室2厅 南,2350,兴宁区-东沟岭-金河中心,4室2厅3卫,100.0,南,https://nn.zu.ke.com/zufang/NN2040070824798453760.html,14.3公里,34分钟,48分钟,8.6公里,115分钟,48.0,0.9787749523730639,0.6063829787234043,0.032460631823012266,64.1,22.869086,108.366915
整租·大唐盛世 3室2厅 北,1200,邕宁区-龙岗-大唐盛世,3室2厅1卫,93.0,北,https://nn.zu.ke.com/zufang/NN1977204388002791424.html,19.8公里,44分钟,83分钟,19.5公里,260分钟,83.0,0.9906816864076866,0.23404255319148937,0.02975557917109458,49.6,22.771791,108.477824
整租·幸福里 5室3厅 南,25000,青秀区-东盟商务区-幸福里,5室3厅2卫,387.0,南,https://nn.zu.ke.com/zufang/NN2039729893347950592.html,8.3公里,37分钟,29分钟,8.2公里,110分钟,29.0,0.7442640602998426,0.8085106382978723,0.14336779055163754,65.0,22.809719,108.396373
整租·凤岭山语城 1室1厅 西北,12000,青秀区-凤岭北-凤岭山语城,地下室,180.0,西北,https://nn.zu.ke.com/zufang/NN2041013927566901248.html,11.5公里,37分钟,45分钟,11.1公里,148分钟,45.0,0.8788619232999254,0.6382978723404256,0.06337551927350014,62.0,22.820912,108.415462
整租·五象世茂中心 1室1厅 南,1100,良庆区-五象核心区-五象世茂中心,1室1厅1卫,40.0,南,https://nn.zu.ke.com/zufang/NN1977665221585534976.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.9917170545846102,0.5638297872340425,0.009274466235146363,62.4,22.753613,108.393889
整租·阳光100上东国际 3室2厅 西,2000,青秀区-琅东-阳光100上东国际,3室2厅1卫,87.66,西,https://nn.zu.ke.com/zufang/NN2041030343506526208.html,9.9公里,32分钟,29分钟,9.4公里,126分钟,29.0,0.9823987409922968,0.8085106382978723,0.027692010433774512,72.2,22.811386,108.407496
整租·利海亚洲国际B区 4室2厅 东,7200,青秀区-东盟商务区-利海亚洲国际B区,4室2厅0卫,60.0,东,https://nn.zu.ke.com/zufang/NN1977976535532961792.html,8.5公里,43分钟,32分钟,8.4公里,113分钟,32.0,0.9285595957922638,0.776595744680851,0.01700318809776833,68.5,22.80779,108.395833
整租·瀚林学府二期 2室2厅 南,8000,西乡塘区-西大-瀚林学府二期,2室2厅1卫,110.0,南,https://nn.zu.ke.com/zufang/NN2041039608040390656.html,5.3公里,22分钟,19分钟,4.9公里,65分钟,19.0,0.920276650376874,0.9148936170212766,0.03632499275432326,74.1,22.831782,108.286784
整租·汇春名庭东区 4室2厅 东南,4000,青秀区-金湖-汇春名庭东区,4室2厅2卫,215.0,东南,https://nn.zu.ke.com/zufang/NN1977214702031208448.html,5.6公里,26分钟,26分钟,5.7公里,75分钟,26.0,0.9616913774538226,0.8404255319148937,0.07690078253308859,73.6,22.80933,108.36838
整租·古城馨园 2室1厅 南,2500,青秀区-星湖-古城馨园,2室1厅1卫,80.0,南,https://nn.zu.ke.com/zufang/NN1977672786461589504.html,2.4公里,10分钟,19分钟,2.6公里,34分钟,19.0,0.9772219001076783,0.9148936170212766,0.024731909960390302,76.2,22.809004,108.338359
整租·万科魅力之城 4室1厅 南,2200,良庆区-五象湖-万科魅力之城,4室1厅2卫,92.0,南,https://nn.zu.ke.com/zufang/NN1978032117807841280.html,15.6公里,44分钟,57分钟,15.4公里,206分钟,57.0,0.9803280046384494,0.5106382978723404,0.029369143077963483,60.2,22.719664,108.393392
整租·中房翡翠园一期 2室2厅 南/北,2000,青秀区-琅东-中房翡翠园一期,2室2厅1卫,88.0,,https://nn.zu.ke.com/zufang/NN2001968186370555904.html,10.5公里,34分钟,35分钟,10.4公里,138分钟,35.0,0.9823987409922968,0.7446808510638298,0.02782339870543909,69.6,22.804576,108.413299
整租·湖江公寓 5室2厅 南/北,3500,青秀区-星湖-湖江公寓,5室2厅2卫,192.0,,https://nn.zu.ke.com/zufang/NN2001948399187787776.html,5.5公里,20分钟,38分钟,3.3公里,44分钟,38.0,0.9668682183384412,0.7127659574468085,0.06801275239107332,68.5,22.796595,108.333062
整租·印象·愉景湾 4室2厅 东南,1500,良庆区-五象湖-印象 - 愉景湾,4室2厅2卫,109.19,东南,https://nn.zu.ke.com/zufang/NN2001951772133818368.html,20.9公里,47分钟,79分钟,19.6公里,261分钟,79.0,0.9875755818769154,0.2765957446808511,0.036011979518887065,51.3,22.682391,108.398902
整租·龙光国际 3室1厅 西北,9800,良庆区-五象核心区-龙光国际,3室1厅0卫,180.0,西北,https://nn.zu.ke.com/zufang/NN2002342117568937984.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.9016400231922471,0.5638297872340425,0.06337551927350014,59.9,22.753613,108.393889
整租·龙光国际 3室1厅 西北,9800,良庆区-五象核心区-龙光国际,3室1厅0卫,180.0,西北,https://nn.zu.ke.com/zufang/NN2002332995486220288.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.9016400231922471,0.5638297872340425,0.06337551927350014,59.9,22.753613,108.393889
整租·外滩新城 3室1厅 南,2500,青秀区-星湖-外滩新城,3室1厅1卫,123.0,南,https://nn.zu.ke.com/zufang/NN2002334199188553728.html,1.4公里,7分钟,18分钟,1.4公里,18分钟,18.0,0.9772219001076783,0.925531914893617,0.04134866196502753,76.9,22.808061,108.323959
整租·东葛华都 1室1厅 南,1200,青秀区-东葛路-东葛华都,1室1厅1卫,50.0,南,https://nn.zu.ke.com/zufang/NN2002314874868203520.html,2.0公里,10分钟,23分钟,1.9公里,26分钟,23.0,0.9906816864076866,0.8723404255319149,0.013138827166457347,74.8,22.818749,108.338859
整租·白鹭北城白鹭郡 4室2厅 南/北,1800,兴宁区-兴宁东-白鹭北城白鹭郡,4室2厅2卫,115.0,,https://nn.zu.ke.com/zufang/NN2002219686107807744.html,11.5公里,30分钟,38分钟,7.4公里,99分钟,38.0,0.9844694773461443,0.7127659574468085,0.03825717321997875,68.7,22.913599,108.440538
整租·凯丰大厦 1室1厅 南,2000,青秀区-东葛路-凯丰大厦,1室1厅1卫,100.0,南,https://nn.zu.ke.com/zufang/NN2001527088166731776.html,2.6公里,13分钟,24分钟,2.2公里,30分钟,24.0,0.9823987409922968,0.8617021276595744,0.032460631823012266,74.4,22.819499,108.341418
整租·檀府印象檀熙 4室2厅 南/北,1500,良庆区-五象湖-檀府印象檀熙,4室2厅2卫,128.0,,https://nn.zu.ke.com/zufang/NN2001588911096201216.html,15.4公里,42分钟,64分钟,14.7公里,196分钟,64.0,0.9875755818769154,0.43617021276595747,0.043280842430683024,57.8,22.741251,108.406095
整租·威宁青运村 5室2厅 北,4000,良庆区-五象核心区-威宁青运村,5室2厅2卫,143.0,北,https://nn.zu.ke.com/zufang/NN2001602218049929216.html,12.3公里,39分钟,51分钟,12.0公里,161分钟,51.0,0.9616913774538226,0.574468085106383,0.0490773838276495,62.4,22.751056,108.392038
整租·龙光世纪中心 1室1厅 南,4300,青秀区-东盟商务区-龙光世纪中心,1室1厅0卫,65.0,南,https://nn.zu.ke.com/zufang/NN2001607795647971328.html,8.7公里,40分钟,27分钟,8.7公里,116分钟,27.0,0.9585852729230514,0.8297872340425532,0.018935368563423823,71.9,22.806844,108.398213
整租·嘉和城温莎北郡 3室2厅 南,1000,兴宁区-兴宁东-嘉和城温莎北郡,3室2厅2卫,83.0,南,https://nn.zu.ke.com/zufang/NN2001884841993306112.html,24.9公里,56分钟,102分钟,19.9公里,266分钟,102.0,0.992752422761534,0.031914893617021274,0.025891218239783596,41.5,22.912212,108.459933
整租·中海哈罗学府 3室2厅 南,2300,邕宁区-龙岗-中海哈罗学府,3室2厅2卫,97.0,南,https://nn.zu.ke.com/zufang/NN2001649806988017664.html,19.9公里,44分钟,78分钟,19.4公里,258分钟,78.0,0.9792926364615258,0.2872340425531915,0.031301323543618975,51.3,22.765067,108.470536
整租·锦绣花园 1室1厅 南,1500,青秀区-星湖-锦绣花园,1室1厅1卫,39.0,南,https://nn.zu.ke.com/zufang/NN2001610526924210176.html,2.0公里,9分钟,17分钟,1.6公里,21分钟,17.0,0.9875755818769154,0.9361702127659575,0.008888030142015264,77.1,22.810844,108.330947
整租·龙光天瀛 3室2厅 南/北,3500,良庆区-五象湖-龙光天瀛,3室2厅2卫,97.0,,https://nn.zu.ke.com/zufang/NN2001656171835949056.html,14.5公里,40分钟,49分钟,13.6公里,182分钟,49.0,0.9668682183384412,0.5957446808510638,0.031301323543618975,63.1,22.731427,108.380943
整租·万达广场 1室1厅 南,3500,江南区-白沙星光-万达广场,1室1厅2卫,62.0,南,https://nn.zu.ke.com/zufang/NN2001937935934423040.html,4.2公里,19分钟,13分钟,4.2公里,56分钟,13.0,0.9668682183384412,0.9787234042553191,0.017776060284030528,78.2,22.774336,108.280388
整租·阳光城时代中心 1室1厅 东,2600,良庆区-五象核心区-阳光城时代中心,1室1厅1卫,36.5,东,https://nn.zu.ke.com/zufang/NN2003745155378577408.html,12.2公里,39分钟,50分钟,12.1公里,162分钟,50.0,0.9761865319307546,0.5851063829787234,0.007921939909187518,62.6,22.811386,108.407496
整租·云星钱隆首府B组团 1室1厅 南,1800,良庆区-五象核心区-云星钱隆首府B组团,1室1厅1卫,49.0,南,https://nn.zu.ke.com/zufang/NN1983462402405957632.html,9.7公里,32分钟,39分钟,9.6公里,128分钟,39.0,0.9844694773461443,0.7021276595744681,0.012752391073326248,67.7,22.768872,108.37973
整租·广源国际社区 4室2厅 东南,4500,青秀区-东盟商务区-广源国际社区,4室2厅2卫,172.0,东南,https://nn.zu.ke.com/zufang/NN1983416759897554944.html,8.2公里,31分钟,40分钟,6.8公里,90分钟,40.0,0.956514536569204,0.6914893617021277,0.060284030528451354,67.1,22.800497,108.37167
整租·翠竹小区 4室2厅 南/北,2500,青秀区-凤岭北-翠竹小区,4室2厅2卫,150.0,,https://nn.zu.ke.com/zufang/NN1983872073709125632.html,10.8公里,35分钟,42分钟,10.9公里,145分钟,42.0,0.9772219001076783,0.6702127659574468,0.05178243647956719,66.9,22.818508,108.416698
整租·荣和大地二组团 4室2厅 东南,3800,青秀区-凤岭北-荣和大地二组团,4室2厅2卫,116.0,东南,https://nn.zu.ke.com/zufang/NN1983844145822695424.html,10.8公里,33分钟,48分钟,9.5公里,127分钟,48.0,0.96376211380767,0.6063829787234043,0.038643609313109846,63.6,22.828629,108.403309
整租·江景华廷 3室1厅 东南,1500,青秀区-仙葫-江景华廷,3室1厅1卫,99.23,东南,https://nn.zu.ke.com/zufang/NN1983820218459226112.html,20.6公里,48分钟,66分钟,19.3公里,257分钟,66.0,0.9875755818769154,0.4148936170212766,0.03216307603130133,56.7,22.790175,108.490542
整租·青年国际 2室1厅 复式 东南,1000,青秀区-东葛路-青年国际,2室1厅1卫,32.0,东南,https://nn.zu.ke.com/zufang/NN1983844217037783040.html,4.1公里,19分钟,35分钟,4.1公里,54分钟,35.0,0.992752422761534,0.7446808510638298,0.0061829774900975755,69.6,22.824098,108.358407
整租·盛科城 3室1厅 南/北,2900,良庆区-五象核心区-盛科城,3室1厅2卫,98.0,,https://nn.zu.ke.com/zufang/NN1983913524874706944.html,10.7公里,34分钟,46分钟,10.4公里,139分钟,46.0,0.9730804273999835,0.6276595744680851,0.03168775963675007,64.7,22.770649,108.383591
整租·万科金域蓝湾 4室2厅 西南,1900,良庆区-五象湖-万科金域蓝湾,4室2厅2卫,108.0,西南,https://nn.zu.ke.com/zufang/NN1983911418797228032.html,13.3公里,38分钟,51分钟,12.8公里,170分钟,51.0,0.9834341091692206,0.574468085106383,0.035552120568061056,63.0,22.73252,108.376239
